Company Sp. z o.o.             Advance Tax Return: Report Date 01.01.2015 to 31.12.2999             Time 16:01:26     Date  27.04.2015
Warsaw            Ledger 0L                                                                   RUMUFDV01/S.PACZKOWSKA Page           1


		Output tax: Line items

			Type		DocumentNo		Reference		Pstng Date		Doc. Date	Rep. Date		Document Header Text		Customer		Business PartnerName		Name 2	Street	City	PostalCode	G/L	ISO	Tax Number 3	VAT Registration No.	Trs	Tx	Description	Rate	           Gross amount	        Tax base amount	 Output Tax Pay.	Tax acct
			RV		8100003244		1000003173		07.04.2015		07.04.2015	07.04.2015				51965771								70700000				MWS	A8	Output tax 23%	 23,000	-29,00	-23,58	-5,42	44270000
			RV		8100003245		1000003174		07.04.2015		07.04.2015	07.04.2015				51410522								70700000				MWS	A8	Output tax 23%	 23,000	-53,00	-43,09	-9,91	44270000
			RV		8100003246		1000003175		07.04.2015		07.04.2015	07.04.2015				51729308								70700000				MWS	A8	Output tax 23%	 23,000	-22,00	-17,89	-4,11	44270000
			RV		8100003246		1000003175		07.04.2015		07.04.2015	07.04.2015				51729308								70700000				MWS	A8	Output tax 23%	 23,000	-9,00	-7,32	-1,68	44270000
			RV		8100003246		1000003175		07.04.2015		07.04.2015	07.04.2015				51729308								70700000				MWS	A8	Output tax 23%	 23,000	-13,00	-10,57	-2,43	44270000
			RV		8100003246		1000003175		07.04.2015		07.04.2015	07.04.2015				51729308								70700000				MWS	A8	Output tax 23%	 23,000	-67,00	-54,47	-12,53	44270000
			RV		8100003246		1000003175		07.04.2015		07.04.2015	07.04.2015				51729308								70700000				MWS	A8	Output tax 23%	 23,000	-21,00	-17,07	-3,93	44270000
			RV		8100003247		1000003177		07.04.2015		07.04.2015	07.04.2015				51536186								70700000				MWS	A2	Output tax 8%	  8,000	-282,00	-261,11	-20,89	44270000
			RV		8100003248		1000003176		07.04.2015		07.04.2015	07.04.2015				52302956								70700000				MWS	A8	Output tax 23%	 23,000	-67,00	-54,47	-12,53	44270000
			RV		8100003248		1000003176		07.04.2015		07.04.2015	07.04.2015				52302956								70700000				MWS	A8	Output tax 23%	 23,000	-49,00	-39,84	-9,16	44270000
			RV		8100003248		1000003176		07.04.2015		07.04.2015	07.04.2015				52302956								70700000				MWS	A8	Output tax 23%	 23,000	-179,00	-145,53	-33,47	44270000
			RV		8100003249		1000003178		07.04.2015		07.04.2015	07.04.2015				51554497								70700000				MWS	A8	Output tax 23%	 23,000	-184,00	-149,59	-34,41	44270000
			RV		8100003250		1000003179		07.04.2015		07.04.2015	07.04.2015				52006119								70700000				MWS	A8	Output tax 23%	 23,000	-87,00	-70,73	-16,27	44270000
			RV		8100003251		1000003180		07.04.2015		07.04.2015	07.04.2015				50763759								70700000				MWS	A8	Output tax 23%	 23,000	-519,00	-421,95	-97,05	44270000
			RV		8100003252		1000003181		07.04.2015		07.04.2015	07.04.2015				50047054								70700000				MWS	A8	Output tax 23%	 23,000	-139,00	-113,01	-25,99	44270000
			RV		8100003253		1000003182		07.04.2015		07.04.2015	07.04.2015				52302957								70700000				MWS	A8	Output tax 23%	 23,000	-129,90	-105,61	-24,29	44270000
			RV		8100003254		1000003183		07.04.2015		07.04.2015	07.04.2015				52007038								70700000				MWS	A8	Output tax 23%	 23,000	-119,00	-96,75	-22,25	44270000
			RV		8100003255		1000003187		07.04.2015		07.04.2015	07.04.2015				51450443								70700000				MWS	A8	Output tax 23%	 23,000	-95,01	-77,24	-17,77	44270000
			RV		8100003256		1000003185		07.04.2015		07.04.2015	07.04.2015				51872091								70700000				MWS	A8	Output tax 23%	 23,000	-1.094,00	-889,43	-204,57	44270000
			RV		8100003257		1000003188		07.04.2015		07.04.2015	07.04.2015				51912194								70700000				MWS	A8	Output tax 23%	 23,000	-332,48	-270,31	-62,17	44270000
			RV		8100003258		1000003186		07.04.2015		07.04.2015	07.04.2015				51942689								70700000				MWS	A8	Output tax 23%	 23,000	-111,00	-90,24	-20,76	44270000
			RV		8100003259		1000003184		07.04.2015		07.04.2015	07.04.2015				52302952								70700000				MWS	A8	Output tax 23%	 23,000	-83,00	-67,48	-15,52	44270000
			RV		8100003260		1000003189		07.04.2015		07.04.2015	07.04.2015				51859665								70700000				MWS	A8	Output tax 23%	 23,000	-548,94	-446,29	-102,65	44270000
			RV		8100003261		1000003190		07.04.2015		07.04.2015	07.04.2015				51370927								70700000				MWS	A8	Output tax 23%	 23,000	-62,90	-51,14	-11,76	44270000
			RV		8100003262		1000003191		07.04.2015		07.04.2015	07.04.2015				52302966								70700000				MWS	A8	Output tax 23%	 23,000	-59,00	-47,97	-11,03	44270000
			RV		8100003263		1000003192		07.04.2015		07.04.2015	07.04.2015				51765431								70700000				MWS	A8	Output tax 23%	 23,000	-1.239,00	-1.007,32	-231,68	44270000
			RV		8100003264		1000003193		07.04.2015		07.04.2015	07.04.2015				51207682								70700000			9290018420	MWS	A8	Output tax 23%	 23,000	-1.399,00	-1.137,40	-261,60	44270000
			RV		8100003265		1000003195		07.04.2015		07.04.2015	07.04.2015				52302971								70700000				MWS	A8	Output tax 23%	 23,000	-769,00	-625,20	-143,80	44270000
			RV		8100003266		1000003194		07.04.2015		07.04.2015	07.04.2015				51708224								70700000				MWS	A8	Output tax 23%	 23,000	-299,00	-243,09	-55,91	44270000
			RV		8100003266		1000003194		07.04.2015		07.04.2015	07.04.2015				51708224								70700000				MWS	A8	Output tax 23%	 23,000	-77,99	-63,41	-14,58	44270000
			RV		8100003266		1000003194		07.04.2015		07.04.2015	07.04.2015				51708224								70700000				MWS	A8	Output tax 23%	 23,000	-165,00	-134,15	-30,85	44270000
			RV		8100003266		1000003194		07.04.2015		07.04.2015	07.04.2015				51708224								70700000				MWS	A8	Output tax 23%	 23,000	-58,97	-47,94	-11,03	44270000
			RV		8100003266		1000003194		07.04.2015		07.04.2015	07.04.2015				51708224								70700000				MWS	A8	Output tax 23%	 23,000	-86,00	-69,92	-16,08	44270000
			RV		8100003266		1000003194		07.04.2015		07.04.2015	07.04.2015				51708224								70700000				MWS	A8	Output tax 23%	 23,000	-148,00	-120,33	-27,67	44270000
			RV		8100003266		1000003194		07.04.2015		07.04.2015	07.04.2015				51708224								70700000				MWS	A8	Output tax 23%	 23,000	-179,00	-145,53	-33,47	44270000
			RV		8100003267		1000003203		07.04.2015		07.04.2015	07.04.2015				51785115								70700000				MWS	A8	Output tax 23%	 23,000	-39,00	-31,71	-7,29	44270000
			RV		8100003268		1000003197		07.04.2015		07.04.2015	07.04.2015				51564604								70700000				MWS	A8	Output tax 23%	 23,000	-317,00	-257,72	-59,28	44270000
			RV		8100003269		1000003200		07.04.2015		07.04.2015	07.04.2015				50223075								70700000			8171325428	MWS	A8	Output tax 23%	 23,000	-309,00	-251,22	-57,78	44270000
			RV		8100003270		1000003201		07.04.2015		07.04.2015	07.04.2015				52012677								70700000				MWS	A8	Output tax 23%	 23,000	-261,84	-212,88	-48,96	44270000
			RV		8100003271		1000003199		07.04.2015		07.04.2015	07.04.2015				51798209								70700000				MWS	A8	Output tax 23%	 23,000	-147,00	-119,51	-27,49	44270000
			RV		8100003272		1000003196		07.04.2015		07.04.2015	07.04.2015				52302972								70700000				MWS	A8	Output tax 23%	 23,000	-134,64	-109,46	-25,18	44270000
			RV		8100003273		1000003198		07.04.2015		07.04.2015	07.04.2015				51645141								70700000				MWS	A2	Output tax 8%	  8,000	-139,00	-128,70	-10,30	44270000
			RV		8100003273		1000003198		07.04.2015		07.04.2015	07.04.2015				51645141								70700000				MWS	A2	Output tax 8%	  8,000	-57,00	-52,78	-4,22	44270000
			RV		8100003274		1000003202		07.04.2015		07.04.2015	07.04.2015				51970400								70700000				MWS	A2	Output tax 8%	  8,000	-64,00	-59,26	-4,74	44270000
			RV		8100003274		1000003202		07.04.2015		07.04.2015	07.04.2015				51970400								70700000				MWS	A2	Output tax 8%	  8,000	-122,00	-112,96	-9,04	44270000
			RV		8100003274		1000003202		07.04.2015		07.04.2015	07.04.2015				51970400								70700000				MWS	A2	Output tax 8%	  8,000	-279,98	-259,24	-20,74	44270000
			RV		8100003275		1000003205		07.04.2015		07.04.2015	07.04.2015				51806346								70700000				MWS	A8	Output tax 23%	 23,000	-2.198,99	-1.787,80	-411,19	44270000
			RV		8100003276		1000003204		07.04.2015		07.04.2015	07.04.2015				52013872								70700000				MWS	A8	Output tax 23%	 23,000	-46,00	-37,40	-8,60	44270000
			RV		8100003276		1000003204		07.04.2015		07.04.2015	07.04.2015				52013872								70700000				MWS	A8	Output tax 23%	 23,000	-418,99	-340,64	-78,35	44270000
			RV		8100003277		1000003207		07.04.2015		07.04.2015	07.04.2015				52302630								70700000				MWS	A8	Output tax 23%	 23,000	-968,99	-787,80	-181,19	44270000
			RV		8100003277		1000003207		07.04.2015		07.04.2015	07.04.2015				52302630								70700000				MWS	A8	Output tax 23%	 23,000	-305,00	-247,97	-57,03	44270000
			RV		8100003277		1000003207		07.04.2015		07.04.2015	07.04.2015				52302630								70700000				MWS	A8	Output tax 23%	 23,000	-129,00	-104,88	-24,12	44270000
			RV		8100003278		1000003206		07.04.2015		07.04.2015	07.04.2015				52302979								70700000				MWS	A8	Output tax 23%	 23,000	-33,00	-26,83	-6,17	44270000
			RV		8100003278		1000003206		07.04.2015		07.04.2015	07.04.2015				52302979								70700000				MWS	A8	Output tax 23%	 23,000	-33,09	-26,90	-6,19	44270000
			RV		8100003278		1000003206		07.04.2015		07.04.2015	07.04.2015				52302979								70700000				MWS	A8	Output tax 23%	 23,000	-30,59	-24,87	-5,72	44270000
			RV		8100003279		1000003215		07.04.2015		07.04.2015	07.04.2015				52303001								70700000				MWS	A8	Output tax 23%	 23,000	-399,00	-324,39	-74,61	44270000
			RV		8100003280		1000003211		07.04.2015		07.04.2015	07.04.2015				50772339								70700000				MWS	A8	Output tax 23%	 23,000	-92,89	-75,52	-17,37	44270000
			RV		8100003281		1000003212		07.04.2015		07.04.2015	07.04.2015				51815907								70700000				MWS	A8	Output tax 23%	 23,000	-839,00	-682,11	-156,89	44270000
			RV		8100003282		1000003213		07.04.2015		07.04.2015	07.04.2015				52302987								70700000				MWS	A8	Output tax 23%	 23,000	-59,00	-47,97	-11,03	44270000
			RV		8100003282		1000003213		07.04.2015		07.04.2015	07.04.2015				52302987								70700000				MWS	A8	Output tax 23%	 23,000	-259,99	-211,37	-48,62	44270000
			RV		8100003283		1000003210		07.04.2015		07.04.2015	07.04.2015				51715426								70700000			5961284685	MWS	A8	Output tax 23%	 23,000	-199,00	-161,79	-37,21	44270000
			RV		8100003283		1000003210		07.04.2015		07.04.2015	07.04.2015				51715426								70700000			5961284685	MWS	A8	Output tax 23%	 23,000	-17,00	-13,82	-3,18	44270000
			RV		8100003284		1000003214		07.04.2015		07.04.2015	07.04.2015				52302998								70700000				MWS	A8	Output tax 23%	 23,000	-175,00	-142,28	-32,72	44270000
			RV		8100003284		1000003214		07.04.2015		07.04.2015	07.04.2015				52302998								70700000				MWS	A8	Output tax 23%	 23,000	-109,00	-88,62	-20,38	44270000
			RV		8100003284		1000003214		07.04.2015		07.04.2015	07.04.2015				52302998								70700000				MWS	A8	Output tax 23%	 23,000	-157,00	-127,64	-29,36	44270000
			RV		8100003284		1000003214		07.04.2015		07.04.2015	07.04.2015				52302998								70700000				MWS	A8	Output tax 23%	 23,000	-39,00	-31,71	-7,29	44270000
			RV		8100003285		1000003220		07.04.2015		07.04.2015	07.04.2015				52303008								70700000				MWS	A8	Output tax 23%	 23,000	-65,99	-53,65	-12,34	44270000
			RV		8100003286		1000003209		07.04.2015		07.04.2015	07.04.2015				52302983								70700000				MWS	A8	Output tax 23%	 23,000	-499,00	-405,69	-93,31	44270000
			RV		8100003287		1000003217		07.04.2015		07.04.2015	07.04.2015				52023619								70700000				MWS	A8	Output tax 23%	 23,000	-89,00	-72,36	-16,64	44270000
			RV		8100003288		1000003219		07.04.2015		07.04.2015	07.04.2015				52003201								70700000				MWS	A8	Output tax 23%	 23,000	-1.649,00	-1.340,65	-308,35	44270000
			RV		8100003289		1000003216		07.04.2015		07.04.2015	07.04.2015				51830882								70700000				MWS	A8	Output tax 23%	 23,000	-75,01	-60,98	-14,03	44270000
			RV		8100003289		1000003216		07.04.2015		07.04.2015	07.04.2015				51830882								70700000				MWS	A8	Output tax 23%	 23,000	-29,00	-23,58	-5,42	44270000
			RV		8100003290		1000003208		07.04.2015		07.04.2015	07.04.2015				51819653								70700000				MWS	A8	Output tax 23%	 23,000	-276,00	-224,39	-51,61	44270000
			RV		8100003291		1000003218		07.04.2015		07.04.2015	07.04.2015				51799062								70700000				MWS	A8	Output tax 23%	 23,000	-57,99	-47,15	-10,84	44270000
			RV		8100003291		1000003218		07.04.2015		07.04.2015	07.04.2015				51799062								70700000				MWS	A8	Output tax 23%	 23,000	-109,00	-88,62	-20,38	44270000
			RV		8100003292		1000003222		07.04.2015		07.04.2015	07.04.2015				52303006								70700000				MWS	A8	Output tax 23%	 23,000	-169,00	-137,40	-31,60	44270000
			RV		8100003293		1000003221		07.04.2015		07.04.2015	07.04.2015				51638416								70700000				MWS	A8	Output tax 23%	 23,000	-999,01	-812,20	-186,81	44270000
			RV		8100003294		1000003223		07.04.2015		07.04.2015	07.04.2015				52303010								70700000				MWS	A8	Output tax 23%	 23,000	-339,00	-275,61	-63,39	44270000
			RV		8100003294		1000003223		07.04.2015		07.04.2015	07.04.2015				52303010								70700000				MWS	A8	Output tax 23%	 23,000	-37,00	-30,08	-6,92	44270000
			RV		8100003294		1000003223		07.04.2015		07.04.2015	07.04.2015				52303010								70700000				MWS	A8	Output tax 23%	 23,000	-32,00	-26,02	-5,98	44270000
			RV		8100003295		1000003244		07.04.2015		07.04.2015	07.04.2015				50766794								70700000				MWS	A8	Output tax 23%	 23,000	-539,00	-438,21	-100,79	44270000
			RV		8100003296		1000003228		07.04.2015		07.04.2015	07.04.2015				52303013								70700000				MWS	A8	Output tax 23%	 23,000	-10,00	-8,13	-1,87	44270000
			RV		8100003297		1000003227		07.04.2015		07.04.2015	07.04.2015				50124240								70700000				MWS	A8	Output tax 23%	 23,000	-42,00	-34,15	-7,85	44270000
			RV		8100003297		1000003227		07.04.2015		07.04.2015	07.04.2015				50124240								70700000				MWS	A8	Output tax 23%	 23,000	-26,00	-21,14	-4,86	44270000
			RV		8100003298		1000003226		07.04.2015		07.04.2015	07.04.2015				51728841								70700000				MWS	A8	Output tax 23%	 23,000	-138,00	-112,20	-25,80	44270000
			RV		8100003298		1000003226		07.04.2015		07.04.2015	07.04.2015				51728841								70700000				MWS	A8	Output tax 23%	 23,000	-650,00	-528,46	-121,54	44270000
			RV		8100003299		1000003224		07.04.2015		07.04.2015	07.04.2015				51832410								70700000				MWS	A8	Output tax 23%	 23,000	-70,00	-56,91	-13,09	44270000
			RV		8100003299		1000003224		07.04.2015		07.04.2015	07.04.2015				51832410								70700000				MWS	A8	Output tax 23%	 23,000	-59,00	-47,97	-11,03	44270000
			RV		8100003300		1000003225		07.04.2015		07.04.2015	07.04.2015				50638436								70700000				MWS	A8	Output tax 23%	 23,000	-15,01	-12,20	-2,81	44270000
			RV		8100003300		1000003225		07.04.2015		07.04.2015	07.04.2015				50638436								70700000				MWS	A8	Output tax 23%	 23,000	-40,00	-32,52	-7,48	44270000
			RV		8100003300		1000003225		07.04.2015		07.04.2015	07.04.2015				50638436								70700000				MWS	A8	Output tax 23%	 23,000	-254,40	-206,83	-47,57	44270000
			RV		8100003301		1000003235		07.04.2015		07.04.2015	07.04.2015				51954696								70700000				MWS	A8	Output tax 23%	 23,000	-64,00	-52,03	-11,97	44270000
			RV		8100003301		1000003235		07.04.2015		07.04.2015	07.04.2015				51954696								70700000				MWS	A8	Output tax 23%	 23,000	-25,01	-20,33	-4,68	44270000
			RV		8100003301		1000003235		07.04.2015		07.04.2015	07.04.2015				51954696								70700000				MWS	A8	Output tax 23%	 23,000	-12,99	-10,56	-2,43	44270000
			RV		8100003301		1000003235		07.04.2015		07.04.2015	07.04.2015				51954696								70700000				MWS	A8	Output tax 23%	 23,000	-52,00	-42,28	-9,72	44270000
			RV		8100003301		1000003235		07.04.2015		07.04.2015	07.04.2015				51954696								70700000				MWS	A2	Output tax 8%	  8,000	-139,00	-128,70	-10,30	44270000
			RV		8100003302		1000003229		07.04.2015		07.04.2015	07.04.2015				51824105								70700000				MWS	A8	Output tax 23%	 23,000	-319,00	-259,35	-59,65	44270000
			RV		8100003303		1000003230		07.04.2015		07.04.2015	07.04.2015				50055793								70700000				MWS	A2	Output tax 8%	  8,000	-138,00	-127,78	-10,22	44270000
			RV		8100003304		1000003231		07.04.2015		07.04.2015	07.04.2015				51942856								70700000				MWS	A2	Output tax 8%	  8,000	-110,00	-101,85	-8,15	44270000
			RV		8100003305		1000003234		07.04.2015		07.04.2015	07.04.2015				51739404								70700000				MWS	A8	Output tax 23%	 23,000	-49,00	-39,84	-9,16	44270000
			RV		8100003306		1000003236		07.04.2015		07.04.2015	07.04.2015				50144746								70700000				MWS	A8	Output tax 23%	 23,000	-375,00	-304,88	-70,12	44270000
			RV		8100003307		1000003237		07.04.2015		07.04.2015	07.04.2015				51832165								70700000				MWS	A8	Output tax 23%	 23,000	-299,00	-243,09	-55,91	44270000
			RV		8100003308		1000003232		07.04.2015		07.04.2015	07.04.2015				50220440								70700000				MWS	A8	Output tax 23%	 23,000	-107,00	-86,99	-20,01	44270000
			RV		8100003308		1000003232		07.04.2015		07.04.2015	07.04.2015				50220440								70700000				MWS	A8	Output tax 23%	 23,000	-19,00	-15,45	-3,55	44270000
			RV		8100003308		1000003232		07.04.2015		07.04.2015	07.04.2015				50220440								70700000				MWS	A8	Output tax 23%	 23,000	-67,00	-54,47	-12,53	44270000
			RV		8100003308		1000003232		07.04.2015		07.04.2015	07.04.2015				50220440								70700000				MWS	A8	Output tax 23%	 23,000	-1.929,00	-1.568,29	-360,71	44270000
			RV		8100003309		1000003238		07.04.2015		07.04.2015	07.04.2015				52303022								70700000				MWS	A2	Output tax 8%	  8,000	-71,99	-66,66	-5,33	44270000
			RV		8100003310		1000003233		07.04.2015		07.04.2015	07.04.2015				51943024								70700000				MWS	A8	Output tax 23%	 23,000	-45,98	-37,38	-8,60	44270000
			RV		8100003310		1000003233		07.04.2015		07.04.2015	07.04.2015				51943024								70700000				MWS	A8	Output tax 23%	 23,000	-82,00	-66,67	-15,33	44270000
			RV		8100003310		1000003233		07.04.2015		07.04.2015	07.04.2015				51943024								70700000				MWS	A8	Output tax 23%	 23,000	-214,00	-173,98	-40,02	44270000
			RV		8100003310		1000003233		07.04.2015		07.04.2015	07.04.2015				51943024								70700000				MWS	A8	Output tax 23%	 23,000	-25,01	-20,33	-4,68	44270000
			RV		8100003310		1000003233		07.04.2015		07.04.2015	07.04.2015				51943024								70700000				MWS	A8	Output tax 23%	 23,000	-33,09	-26,90	-6,19	44270000
			RV		8100003311		1000003239		07.04.2015		07.04.2015	07.04.2015				52303023								70700000				MWS	A8	Output tax 23%	 23,000	-79,00	-64,23	-14,77	44270000
			RV		8100003312		1000003240		07.04.2015		07.04.2015	07.04.2015				51878638								70700000				MWS	A2	Output tax 8%	  8,000	-269,00	-249,07	-19,93	44270000
			RV		8100003313		1000003243		07.04.2015		07.04.2015	07.04.2015				51967600								70700000				MWS	A8	Output tax 23%	 23,000	-34,00	-27,64	-6,36	44270000
			RV		8100003314		1000003241		07.04.2015		07.04.2015	07.04.2015				52303025								70700000				MWS	A8	Output tax 23%	 23,000	-308,99	-251,21	-57,78	44270000
			RV		8100003315		1000003242		07.04.2015		07.04.2015	07.04.2015				52303026								70700000				MWS	A8	Output tax 23%	 23,000	-70,00	-56,91	-13,09	44270000
			RV		8100003316		1000003245		07.04.2015		07.04.2015	07.04.2015				51069319								70700000				MWS	A8	Output tax 23%	 23,000	-1.520,00	-1.235,77	-284,23	44270000
			RV		8100003317		1000003251		07.04.2015		07.04.2015	07.04.2015				51705905								70700000				MWS	A8	Output tax 23%	 23,000	-1.299,00	-1.056,10	-242,90	44270000
			RV		8100003318		1000003252		07.04.2015		07.04.2015	07.04.2015				50875589								70700000				MWS	A8	Output tax 23%	 23,000	-150,00	-121,95	-28,05	44270000
			RV		8100003319		1000003246		07.04.2015		07.04.2015	07.04.2015				52303032								70700000				MWS	A8	Output tax 23%	 23,000	-109,00	-88,62	-20,38	44270000
			RV		8100003320		1000003247		07.04.2015		07.04.2015	07.04.2015				51755796								70700000				MWS	A8	Output tax 23%	 23,000	-110,00	-89,43	-20,57	44270000
			RV		8100003321		1000003249		07.04.2015		07.04.2015	07.04.2015				52303040								70700000				MWS	A8	Output tax 23%	 23,000	-933,00	-758,54	-174,46	44270000
			RV		8100003322		1000003248		07.04.2015		07.04.2015	07.04.2015				52303036								70700000				MWS	A1	Output tax 5%	  5,000	-9,99	-9,51	-0,48	44270000
			RV		8100003323		1000003250		07.04.2015		07.04.2015	07.04.2015				50935512								70700000				MWS	A8	Output tax 23%	 23,000	-189,00	-153,66	-35,34	44270000
			RV		8100003324		1000003253		07.04.2015		07.04.2015	07.04.2015				52303052								70700000				MWS	A8	Output tax 23%	 23,000	-379,00	-308,13	-70,87	44270000
			RV		8100003325		1000003254		07.04.2015		07.04.2015	07.04.2015				51677556								70700000				MWS	A8	Output tax 23%	 23,000	-651,00	-529,27	-121,73	44270000
			RV		8100003326		1000003263		07.04.2015		07.04.2015	07.04.2015				51869486								70700000				MWS	A8	Output tax 23%	 23,000	-19,99	-16,25	-3,74	44270000
			RV		8100003327		1000003262		07.04.2015		07.04.2015	07.04.2015				51869486								70700000				MWS	A8	Output tax 23%	 23,000	-69,00	-56,10	-12,90	44270000
			RV		8100003328		1000003255		07.04.2015		07.04.2015	07.04.2015				51470295								70700000				MWS	A8	Output tax 23%	 23,000	-25,01	-20,33	-4,68	44270000
			RV		8100003329		1000003258		07.04.2015		07.04.2015	07.04.2015				51356549								70700000			7641770534	MWS	A8	Output tax 23%	 23,000	-299,00	-243,09	-55,91	44270000
			RV		8100003330		1000003260		07.04.2015		07.04.2015	07.04.2015				52024710								70700000				MWS	A8	Output tax 23%	 23,000	-154,00	-125,20	-28,80	44270000
			RV		8100003331		1000003264		07.04.2015		07.04.2015	07.04.2015				51869486								70700000				MWS	A8	Output tax 23%	 23,000	-15,29	-12,43	-2,86	44270000
			RV		8100003331		1000003264		07.04.2015		07.04.2015	07.04.2015				51869486								70700000				MWS	A8	Output tax 23%	 23,000	-17,88	-14,54	-3,34	44270000
			RV		8100003332		1000003256		07.04.2015		07.04.2015	07.04.2015				52303062								70700000				MWS	A8	Output tax 23%	 23,000	-300,99	-244,71	-56,28	44270000
			RV		8100003333		1000003261		07.04.2015		07.04.2015	07.04.2015				51974189								70700000				MWS	A8	Output tax 23%	 23,000	-96,59	-78,53	-18,06	44270000
			RV		8100003334		1000003257		07.04.2015		07.04.2015	07.04.2015				51978249								70700000				MWS	A8	Output tax 23%	 23,000	-1.669,00	-1.356,91	-312,09	44270000
			RV		8100003335		1000003259		07.04.2015		07.04.2015	07.04.2015				50717556								70700000				MWS	A8	Output tax 23%	 23,000	-101,91	-82,85	-19,06	44270000
			RV		8100003336		1000003265		07.04.2015		07.04.2015	07.04.2015				52015136								70700000				MWS	A8	Output tax 23%	 23,000	-2.249,01	-1.828,46	-420,55	44270000
			RV		8100003337		1000003266		07.04.2015		07.04.2015	07.04.2015				51459541								70700000				MWS	A8	Output tax 23%	 23,000	-72,29	-58,77	-13,52	44270000
			RV		8100003338		1000003267		07.04.2015		07.04.2015	07.04.2015				51848518								70700000				MWS	A8	Output tax 23%	 23,000	-89,00	-72,36	-16,64	44270000
			RV		8100003339		1000003268		07.04.2015		07.04.2015	07.04.2015				51011485								70700000				MWS	A8	Output tax 23%	 23,000	-120,00	-97,56	-22,44	44270000
			RV		8100003340		1000003269		07.04.2015		07.04.2015	07.04.2015				51418396								70700000				MWS	A8	Output tax 23%	 23,000	-216,00	-175,61	-40,39	44270000
			RV		8100003341		1000003270		07.04.2015		07.04.2015	07.04.2015				51958669								70700000				MWS	A8	Output tax 23%	 23,000	-192,00	-156,10	-35,90	44270000
			RV		8100003342		1000003274		07.04.2015		07.04.2015	07.04.2015				52027838								70700000			5461377136	MWS	A8	Output tax 23%	 23,000	-123,00	-100,00	-23,00	44270000
			RV		8100003343		1000003271		07.04.2015		07.04.2015	07.04.2015				52031297								70700000				MWS	A8	Output tax 23%	 23,000	-349,00	-283,74	-65,26	44270000
			RV		8100003344		1000003272		07.04.2015		07.04.2015	07.04.2015				51482254								70700000				MWS	A8	Output tax 23%	 23,000	-20,00	-16,26	-3,74	44270000
			RV		8100003345		1000003273		07.04.2015		07.04.2015	07.04.2015				52030479								70700000				MWS	A8	Output tax 23%	 23,000	-12,99	-10,56	-2,43	44270000
			RV		8100003346		1000003277		07.04.2015		07.04.2015	07.04.2015				51101849								70700000				MWS	A8	Output tax 23%	 23,000	-198,01	-160,98	-37,03	44270000
			RV		8100003347		1000003276		07.04.2015		07.04.2015	07.04.2015				51886618								70700000				MWS	A8	Output tax 23%	 23,000	-29,80	-24,23	-5,57	44270000
			RV		8100003348		1000003281		07.04.2015		07.04.2015	07.04.2015				52031612								70700000				MWS	A8	Output tax 23%	 23,000	-486,90	-395,85	-91,05	44270000
			RV		8100003349		1000003279		07.04.2015		07.04.2015	07.04.2015				51077059								70700000				MWS	A8	Output tax 23%	 23,000	-34,00	-27,64	-6,36	44270000
			RV		8100003350		1000003280		07.04.2015		07.04.2015	07.04.2015				51943208								70700000				MWS	A8	Output tax 23%	 23,000	-60,04	-48,81	-11,23	44270000
			RV		8100003351		1000003278		07.04.2015		07.04.2015	07.04.2015				51921047								70700000				MWS	A8	Output tax 23%	 23,000	-479,00	-389,43	-89,57	44270000
			RV		8100003352		1000003275		07.04.2015		07.04.2015	07.04.2015				52007321								70700000				MWS	A8	Output tax 23%	 23,000	-73,09	-59,42	-13,67	44270000
			RV		8100003352		1000003275		07.04.2015		07.04.2015	07.04.2015				52007321								70700000				MWS	A8	Output tax 23%	 23,000	                 50,00	                 40,65	           9,35	44270000
			RV		8100003353		1000003282		07.04.2015		07.04.2015	07.04.2015				52034279								70700000				MWS	A8	Output tax 23%	 23,000	-121,00	-98,37	-22,63	44270000
			RV		8100003354		1000003283		07.04.2015		07.04.2015	07.04.2015				52302488								70700000				MWS	A8	Output tax 23%	 23,000	-59,09	-48,04	-11,05	44270000
			RV		8100003354		1000003283		07.04.2015		07.04.2015	07.04.2015				52302488								70700000				MWS	A8	Output tax 23%	 23,000	-21,80	-17,72	-4,08	44270000
			RV		8100003355		1000003293		07.04.2015		07.04.2015	07.04.2015				51994423								70700000				MWS	A8	Output tax 23%	 23,000	-29,00	-23,58	-5,42	44270000
			RV		8100003356		1000003286		07.04.2015		07.04.2015	07.04.2015				51823685								70700000				MWS	A8	Output tax 23%	 23,000	-42,09	-34,22	-7,87	44270000
			RV		8100003357		1000003289		07.04.2015		07.04.2015	07.04.2015				51602371								70700000				MWS	A8	Output tax 23%	 23,000	-172,00	-139,84	-32,16	44270000
			RV		8100003358		1000003284		07.04.2015		07.04.2015	07.04.2015				52302597								70700000				MWS	A8	Output tax 23%	 23,000	-244,00	-198,37	-45,63	44270000
			RV		8100003359		1000003287		07.04.2015		07.04.2015	07.04.2015				51762376								70700000				MWS	A8	Output tax 23%	 23,000	-45,01	-36,59	-8,42	44270000
			RV		8100003359		1000003287		07.04.2015		07.04.2015	07.04.2015				51762376								70700000				MWS	A8	Output tax 23%	 23,000	-36,00	-29,27	-6,73	44270000
			RV		8100003360		1000003285		07.04.2015		07.04.2015	07.04.2015				51419478								70700000				MWS	A8	Output tax 23%	 23,000	-99,99	-81,29	-18,70	44270000
